src_port,dst_port,protocol,packet_rate,byte_rate,avg_pkt_size,flow_duration_ms,total_pkts,total_bytes,syn_cnt,ack_cnt,fin_cnt,rst_cnt,psh_cnt,urg_cnt,unique_dst_ips,unique_dst_ports,iat_mean_ms,iat_std_ms,payload_entropy,tcp_win_sz,icmp_type,label
64138,25,6,18.127051532236866,39346.803400433055,674.0948492167277,748.1701444760159,38.79635799108773,731190.8928300976,2.551645079552543,460.9518071572143,35.67016414474335,9.305014331064326,28.217401855873085,1.0122190500528332,1.6944506506732417,8.110896522411027,13.051491794192465,1.3596889869896207,4.851651040277053,24715.93513105013,-1,0
41414,21778,6,138.63332660659864,34152.318798249646,544.7598832888842,1757.516465404962,127.66158611780175,678935.8382879037,0.8451055622103769,340.57002797013075,3.164042224094642,16.707025664014473,47.434697987035996,1.7541086736212863,1.0,8.3823849662987,4.058612471994624,0.331622814318794,5.487594358244484,0.0,-1,1
32456,80,6,49.97154973536146,132351.49430309646,496.38403431890646,432.2751219854685,2.0776146008838876,1258861.6273793168,1.3185625979126183,178.82195053273549,7.181484703737089,11.066744548899232,30.58862256336611,0.38011059059442276,1.0868444680957228,5.915294803564736,42.97840191367903,36.55861525391209,7.4349788189365285,7521.128149350894,-1,0
29173,80,6,122.2054595571291,190131.98354374254,333.23022947519166,4722.735317854132,162.19568426701701,970600.9056250419,47.33811567057554,248.23024803880455,10.283812775451459,2.7460489023305907,104.54960433163616,1.5943319432400667,3.334659412764133,2.669670654993359,13.361578019943368,4.8818796437942025,7.208890555088416,20249.194303723,-1,0
44713,10652,1,309.92365374117094,9536.275858797535,169.41961127052346,326.49382438633626,6.95168464221865,621237.5572259857,29.653732669729006,25.68432386281547,5.7705429731716,39.94127096343074,40.08734635358928,0.6409784664943933,1.4822705633325732,1.9103472019150267,7.972169462102673,4.00804018072296,5.486119309750993,17739.98456110143,-1,1
45058,18994,6,12.097032391576697,18073.5361513853,900.2622926469815,2611.8560049302387,72.70783086753075,836839.4670966058,9.530521247050263,585.9058851131832,18.139463397813945,4.895865512835011,243.73630093323314,1.5001496787434099,1.0,10.72694188587272,21.068547361230998,26.805037239507026,6.290448934764664,37316.82667356824,-1,0
48406,80,6,109.36077580599897,1842.1202811972073,522.7125673239954,3486.7861513747025,2.78033064622002,423648.9554834573,1.091635046011209,66.72867846133018,3.89546496160947,2.435226175872824,37.79738543999683,0.3012317459636552,2.4507461838481728,3.7954005129538926,67.58129197292887,1.4724938845323081,4.793119242692399,30003.707851261388,-1,0
60766,443,6,77.4665279709366,94800.71448900997,310.89389828289546,2224.571136983686,362.38012385174846,54545.873757120884,2.124216009587961,373.48175632753396,10.275779430366816,3.575720716281863,215.52191632952722,2.118309712635277,4.068226272851784,4.8889836314325406,7.626909193682882,2.9106898455541366,5.812028785195282,17427.03717112718,-1,0
19652,42772,1,108.31592851970532,31380.533086155297,570.163990715124,2146.4027241257,48.38502155310383,851677.5991069986,0.5416856420284275,754.9737404813446,9.751390203502401,20.66535149371818,92.70989649734553,0.5347136285239877,6.187342103463129,6.633435071924302,41.135868062895675,7.588384456052647,3.0350663891177714,36372.39039020123,-1,0
12458,33146,17,7.15670659527233,39003.676161680385,403.28586375092056,3093.4363358296255,281.83232474870914,111750.60336845738,1.8116931130042162,23.962235950529806,2.4944523646212944,12.198176517945743,15.154884244410956,0.5457544685417101,1.0,3.6328639836243464,3.13671801315091,7.152308000175596,4.067737827204675,6562.374954505118,-1,0
36203,15393,17,79.44256140750471,7466.616360568373,627.4259072434854,1283.4504918980065,48.93234739680727,252437.6704742473,17.35585332113677,94.95364940661744,13.035208121833833,3.13308997140719,61.844422707379145,3.225063647469797,1.0,2.7093231326163347,2.738516034589316,4.3648787574907,6.558615619558449,23650.97697435444,-1,0
48126,80,6,1.1510304099115984,62596.423738351245,634.6476015033951,925.0908672513895,344.9393736021451,352440.16257940495,18.114952307253763,408.7240032719636,7.297332395878072,2.9403962933847714,272.18387043732804,0.8942222544414186,1.0,1.7751445416721234,102.86442723617752,2.1936137920373593,4.1995236976555015,42827.63207472285,-1,0
37969,9435,6,129.07495209025413,10369.1237545891,455.73418703891747,17456.167417024182,6.039275843627309,252184.1975418792,2.9691129138042385,337.85687758668934,4.54261577167908,8.25869073912113,27.939864060971946,0.2921923622327728,1.0,2.5558187381606414,23.63213984945674,16.015946074605107,5.118446968444445,21302.365325371782,-1,0
44598,7282,6,122.79737790789567,118221.65400941415,531.6911872705829,1503.0440321872425,6.931147571790104,1443783.8206508008,18.907405186743308,169.16032759409748,14.99860388975932,3.9567993694808052,89.55257086738662,0.9303334810112461,1.5682213827834293,1.1238969362361493,4.680549704066178,2.654850635033815,3.0365129374498787,38914.80136802589,-1,0
4910,55791,17,72.2964244154848,13010.071964120296,443.4604310336269,1872.679933586655,19.591542629259134,2260316.579977679,19.927864690472028,324.710677297185,51.05750779707966,6.59048640348698,138.46548358092326,1.1769162716699448,1.0,4.658066800255894,9.896373081108017,2.604869726290456,4.3812083119776295,58637.57243090257,-1,0
10988,53,1,116.87144991029683,79951.20608394353,894.6608423081581,1562.9356500906297,56.72619227233652,157295.94764668838,13.215271941356576,429.1189169686419,10.572015823339024,4.384374786591568,243.76080975789992,0.31738190112259046,1.9987804133582912,1.0,11.984930345635881,11.959139605146403,3.9274776021856663,30297.97690002721,-1,0
29432,80,6,65.80016006527606,12668.37616818254,328.8344007044018,3140.895725221742,159.4927484689209,63312.98872361467,0.3992475984307437,49.33096687749385,39.10062286132708,5.811339171910188,115.72055240816903,0.44230187568394996,17.26402921462345,6.035346425252081,11.717857107205818,17.206933828099316,3.9149317667054797,24187.69689052786,-1,0
50798,42785,1,4.719543477168224,220.84221117792592,780.1792068233024,2439.4312384175882,243.58197758708232,124389.79819802582,10.765699951736318,202.6989572349202,9.753382606931975,2.2878875066343394,28.39713721029133,1.8542196638280548,5.140510516491561,1.0,43.83425551377275,17.166252456508886,2.378484312687366,30867.082250377644,-1,0
7903,59702,17,79.76158008818473,52048.44263217828,311.9097539685804,3108.655731957422,24.14942203412071,327965.2735640497,15.294329834345909,41.68907315763492,18.215323263135932,13.135690153587605,46.27274478623651,0.5717505217868283,3.463380087026617,1.106003798855927,3.977930454252689,31.495203359125007,4.7969040734115165,25654.053159742485,-1,0
49667,49236,6,22.314700550604,36559.59446499503,489.0589953560506,4812.850641170161,46.94080040122928,408967.1830352698,1.1151949038203601,42.593800580251234,25.879575533516935,0.5982715758918116,214.75141852920584,0.8999897423483897,1.0,6.101282183418122,8.597588592705312,38.16725869330033,8.0,13386.690767999027,-1,0
45460,80,6,32.75388822923948,135255.52200247947,371.161606655715,1761.163997157486,33.97435064287105,24550.76475908681,22.22415698161977,0.42273119129198156,73.17306036977145,0.07045456622144385,129.12895020572813,2.150623698259442,2.621501056599288,10.782902437954586,3.035556774748478,2.352616338034447,5.642965695327769,51464.792507791186,-1,0
5672,80,6,2.718791360943767,32085.75116776858,838.6816360768614,1211.6129707333184,24.161063122001714,273195.3962249942,8.980164005939118,73.65408946553558,84.64509516627515,4.232276542534356,32.32926813970802,0.12882940297587694,4.3703540139850805,10.05584849908498,26.55012899894981,7.522089722378008,2.9208546002708933,26792.32047757967,-1,0
24016,9517,6,36.101724867895854,68987.5227001229,577.5127830774169,993.6939380581139,87.08371638758499,139395.030455353,8.609850114932637,526.8875756604191,71.37598939870954,4.5705092727144265,23.655252274572007,0.3492671033886076,3.84899502952249,1.523152071412071,25.004151080857323,6.485770957389098,5.426062569083781,11115.33148891827,-1,0
24717,23629,6,43.29989535313434,97011.08388442236,577.106637567632,12321.716535211677,157.186973174717,244599.06239819762,3.8274052988077885,841.5861506727204,34.17791951450278,6.74346392108197,44.40003132269803,1.7255726185885656,2.3289357383671563,1.3742773082594473,22.902071566703654,4.738832147060176,6.888038661108091,37422.09650945651,-1,0
14100,80,6,10.30491721352357,48916.0033086654,933.9770508712663,3897.57828411987,109.95389471180198,181280.9918556217,11.717801151124876,452.728624103196,12.962731053469463,2.488948277378378,153.8953779435333,1.0060130060043369,1.0091235726134524,1.0,7.304805036989126,21.745170416714924,5.363885294546496,29047.53694517917,-1,0
18610,38398,17,49.472283711249,129144.69181270337,357.3406848735844,70.08572195291848,573.58641383053,233511.75161071902,8.120998669582873,137.6338029308239,2.896905691352811,21.66595619454383,24.663884504012152,2.4394114134287337,1.0,3.010012169673544,6.165739030829485,7.587002190645478,5.155358655619918,7481.766086146406,-1,1
39571,27780,17,103.52020479471892,65677.32192769591,244.03071634655333,49.73148950398181,2.0810678249315098,2990850.252787507,11.740786161941013,4.537637180678229,9.19555165033438,0.8278225687344427,17.80432964039184,2.858792082729788,12.122094511793495,5.179029138977061,32.52275657118862,16.463211258988313,4.024886220298315,22189.768719128842,-1,0
5045,443,6,13.715200159621531,77706.65247863201,458.16554421575245,6187.153028383622,80.84937345209107,293134.4421690245,7.87258057215336,503.0190812373757,81.72482105850538,22.35246736530263,160.91913803986094,0.39912501980562437,1.0,3.241839931639863,1.6812191609845037,10.192537775551855,6.763455106872911,48120.11336712199,-1,0
6311,29579,6,396.2795042292175,100063.98232789617,384.23482410530903,876.2509091294125,79.30206293192839,4761880.093100215,40.29518736027217,178.30095506041786,15.896766504908232,40.053859933448585,23.40564927367826,0.6738618606955294,1.0,1.9081098747147966,1.877644291273677,0.9888545926612003,2.836655724533223,4636.826513242988,-1,1
2271,33424,6,74.24132638710358,31913.676371801736,286.5018705333872,1115.014651733707,141.59566886093342,843001.8081451604,9.71150695539648,749.8001663605692,1.8432184163294218,0.1906601699018171,142.97535354336196,2.0787688605597254,1.0,3.1014767495542688,3.8199649333651773,0.035515046343792135,6.376500691833888,47090.692622975344,-1,0
37350,18545,6,41.734755347628855,57341.73459146901,589.2409784898775,81.62458247570555,51.09126908403225,179992.3313816694,17.37597546130943,232.81501164564568,20.261199242885837,2.073472770619225,2.838432316100004,0.031154904865941163,1.0,12.439199595714623,3.5342758638028253,20.560038010889407,3.1355996814936526,58468.317172913215,-1,0
6388,35894,1,16.49940662045446,8548.426119803484,639.2935278574712,698.5676744407606,75.992079699998,233263.54544499423,4.405176608741435,829.3349532111098,47.81686717315904,1.8114203529297002,73.79056147246801,1.2772653017285835,1.501406068543917,1.0,15.800161362653034,1.2279876070963536,5.377049968510874,28320.41806467646,-1,0
43225,25,1,14.339721203411784,16081.712386142925,636.1438177804198,3874.9681172982773,103.68834924384693,93268.29697802685,26.35251137745227,46.29364947648889,16.1353001065981,4.922990785132121,105.0390306798781,1.2750333790982318,2.1230480845402844,3.8186553351538355,7.2867868818965,24.235644586407837,5.508188766736774,15220.41221706495,-1,0
24598,80,1,53.60510975534563,341036.1718612352,260.09631367768645,1752.1227197615985,6.12687506698488,85763.87364389148,0.34592726295314236,10.747436026166685,16.508891075190288,22.587395261133302,16.859662534955753,3.2825143610836527,1.0,4.656005237834199,29.080468303649774,0.9133658333368107,5.033204936966955,19390.504721754383,-1,1
29204,7429,6,102.55303741828537,8573.702622600385,442.08833354655945,2094.5945913170162,3.3389589296829287,119337.00421925978,7.212441518447531,29.684186257257128,6.886265567718435,3.3055089933894495,4.157119687580708,1.5635879904560854,1.0,2.7052179563041467,16.833612950795743,25.340789830503258,7.672533469945832,38168.87434321605,-1,0
31378,54357,6,128.19783779411225,144460.50270276668,212.5884647067733,7673.295329575585,18.513855842961256,326067.60097961465,25.08330304308797,53.24433109180706,30.581632226223498,55.16438418443183,135.60191508299394,2.3081890435879644,1.582139632821258,9.220684344861162,2.0906897972310654,6.916073858328653,2.6972719744843205,0.0,-1,1
26493,19943,6,363.86063181026634,2882.8442639603713,631.0923258169262,1128.9563949156163,252.06482353958273,297101.704632196,3.0418669892129797,231.54862066046036,25.505122348009625,2.494807799797158,2.850277498544344,0.6497914876209551,1.3176075167103554,4.581883108269872,2.4188435827823924,12.463523378688834,3.210247257038617,27020.804933111685,-1,0
7594,25,6,1.6194563800272441,115496.12224022394,564.9768075457569,22.015474560058752,428.70637506534865,342675.0674783534,164.5238258926641,333.38961909789145,13.017619576519275,13.38512437056971,48.22082755731152,3.984022636200623,1.0,2.234669145234269,1.3887740614651534,15.932391775302353,7.77161790469178,0.0,-1,1
19162,48060,6,141.7328795294389,18538.49535190228,434.16384289689955,546.1744770281765,19.779084304996484,35813.931874116446,4.260316203108252,93.19486117885828,66.69338656828593,3.464414456269061,33.849923179405785,0.5648386153896743,1.0,4.063905234598709,26.862625163671588,0.5269689347949487,2.763608764916109,34698.48555830922,-1,0
44040,34229,6,40.30670590286068,159113.0257181434,473.43308100860895,2545.50028627959,415.4155050022487,938702.7949531802,44.09608482190774,18.11309434046031,15.658617664020309,3.7547644211625792,3.125788093680025,2.0886959603578674,1.0,2.613520232186154,2.8501021342676047,1.7899179889010273,7.363908431027812,8824.722092292028,-1,1
40300,8080,17,23.23221639268854,58626.09994522618,503.56006854569046,94.74355526257625,52.54474628134889,183581.69204356917,18.434355869743825,249.21257217911142,9.689313635986258,3.3916332547247574,69.69598804359703,2.467153402620067,2.148248797541527,2.282788812147016,15.406816772835057,19.609198122164315,7.086453033544845,29164.536183311036,-1,0
